id,Name,Year,IMDB Rating,Metascore,Number of Votes
1761,The Weather Man,(2005),6.6,61,72276
1762,Chicken Little,(2005),5.8,48,71569
1763,The Dukes of Hazzard,(2005),5.1,33,69672
1764,Assault on Precinct 13,(2005),6.3,54,68601
1765,Sky High,(2005),6.2,62,67362
1766,Into the Blue,(2005),5.8,45,67202
1767,Stay,(I) (2005),6.9,41,66405
1768,The Squid and the Whale,(2005),7.4,82,66024
1769,Derailed,(I) (2005),6.6,40,65657
1770,Be Cool,(2005),5.7,37,62274
1771,Bewitched,(2005),4.8,34,62144
1772,A Lot Like Love,(2005),6.6,48,61679
1773,Elizabethtown,(2005),6.4,45,61671
1774,Domino,(2005),6.0,36,60425
1775,Wolf Creek,(2005),6.3,54,60136
1776,Caché,(2005),7.3,83,60020
1777,xXx: State of the Union,(2005),4.4,37,59734
1778,Lady Vengeance,(2005),7.6,75,59728
1779,Harsh Times,(2005),6.9,56,57791
1780,Miss Congeniality 2: Armed and Fabulous,(2005),5.0,34,57560
1781,Nanny McPhee,(2005),6.6,59,56249
1782,In Her Shoes,(2005),6.5,60,54679
1783,Goal! The Dream Begins,(2005),6.7,53,54531
1784,Dark Water,(2005),5.6,52,53688
1785,The Family Stone,(2005),6.3,56,53395
1786,Everything Is Illuminated,(2005),7.5,58,53213
1787,March of the Penguins,(2005),7.6,79,50655
1788,Hoodwinked!,(2005),6.5,45,49554
1789,The Sisterhood of the Traveling Pants,(2005),6.5,66,48213
1790,Monster-in-Law,(2005),5.5,31,48107
1791,Stealth,(2005),5.0,35,47505
1792,Casanova,(2005),6.5,57,47149
1793,Lords of Dogtown,(2005),7.1,56,47007
1794,The World's Fastest Indian,(2005),7.8,68,46993
1795,Cheaper by the Dozen 2,(2005),5.5,34,46935
1796,Grizzly Man,(2005),7.8,87,45473
1797,The Proposition,(2005),7.4,73,45344
1798,Son of the Mask,(2005),2.2,20,45189
1799,Rumor Has It...,(2005),5.5,35,44768
1800,Rent,(2005),7.0,53,44210
1801,White Noise,(I) (2005),5.5,30,43873
1802,Deuce Bigalow: European Gigolo,(2005),4.6,23,43781
1803,The Wedding Date,(2005),6.1,32,42165
1804,The Matador,(2005),6.8,65,41728
1805,Herbie Fully Loaded,(2005),4.8,47,39589
1806,Alone in the Dark,(2005),2.3,9,39168
1807,Get Rich or Die Tryin',(2005),5.1,45,39167
1808,Adam's Apples,(2005),7.8,51,39167
1809,Two for the Money,(2005),6.2,50,39085
1810,Proof,(2005),6.8,64,38939
1811,Fever Pitch,(2005),6.2,56,38310
1812,Transamerica,(2005),7.4,66,37866
1813,The Producers,(2005),6.4,52,36946
1814,Prime,(2005),6.2,58,36929
1815,Guess Who,(2005),5.9,49,35890
1816,Three Burials,(2005),7.4,77,35750
1817,Hustle & Flow,(2005),7.4,68,35240
1818,North Country,(2005),7.3,68,35074
1819,Me and You and Everyone We Know,(2005),7.3,76,32603
1820,The Ringer,(2005),5.8,46,32521
1821,Kicking & Screaming,(2005),5.6,45,32180
1822,The Protector,(2005),7.1,52,32026
1823,BloodRayne,(2005),2.9,18,31659
1824,The Fog,(2005),3.6,27,31270
1825,The Cave,(2005),5.1,30,30772
1826,Keeping Mum,(2005),6.8,53,30066
1827,C.R.A.Z.Y.,(2005),8.0,81,29036
1828,Tideland,(2005),6.5,26,28645
1829,Angel-A,(2005),7.1,48,28351
1830,Must Love Dogs,(2005),5.9,46,27761
1831,Cursed,(2005),5.0,31,27626
1832,Boogeyman,(2005),4.1,32,27579
1833,Oliver Twist,(2005),6.9,65,27510
1834,Feast,(2005),6.4,43,26941
1835,Tsotsi,(2005),7.3,70,25995
1836,An Unfinished Life,(2005),7.0,49,25871
1837,Imagine Me & You,(2005),6.8,49,25524
1838,The Perfect Man,(2005),5.5,27,25226
1839,Are We There Yet?,(2005),4.6,27,24910
1840,The Greatest Game Ever Played,(2005),7.5,55,24147
1841,Joyeux Noel,(2005),7.8,70,24083
1842,Cry Wolf,(2005),5.9,39,24010
1843,Sophie Scholl: The Final Days,(2005),7.6,76,23796
1844,"Yours, Mine & Ours",(2005),5.4,38,23543
1845,The Adventures of Sharkboy and Lavagirl 3-D,(2005),3.5,38,23204
1846,An American Haunting,(2005),5.0,38,23114
1847,The Man,(2005),5.5,33,22897
1848,Shopgirl,(2005),6.4,62,21986
1849,The Ice Harvest,(2005),6.3,62,21684
1850,Ice Princess,(2005),6.0,55,21580
1851,Mirrormask,(2005),6.9,55,21097
1852,Man of the House,(I) (2005),5.4,35,20899
1853,Paradise Now,(2005),7.5,71,20684
1854,The Departed,(2006),8.5,85,981232
1855,The Prestige,(2006),8.5,66,965643
1856,300,(2006),7.7,52,656920
1857,Pirates of the Caribbean: Dead Man's Chest,(2006),7.3,53,575961
1858,Pan's Labyrinth,(2006),8.2,98,522673
1859,Casino Royale,(2006),8.0,80,510344
1860,Blood Diamond,(2006),8.0,64,436485
1861,X-Men: The Last Stand,(2006),6.7,58,421517
1862,Children of Men,(2006),7.9,84,397769
1863,Little Miss Sunshine,(2006),7.8,80,386444
1864,The Pursuit of Happyness,(2006),8.0,64,376557
1865,The Da Vinci Code,(2006),6.6,46,350092
1866,The Illusionist,(2006),7.6,68,320760
1867,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),7.3,89,316298
1868,The Devil Wears Prada,(2006),6.8,62,313194
1869,Cars,(2006),7.1,73,297400
1870,Inside Man,(2006),7.6,76,294441
1871,The Lives of Others,(2006),8.5,89,291948
1872,Mission: Impossible III,(2006),6.9,66,279305
1873,Lucky Number Slevin,(2006),7.8,53,278688
1874,Click,(2006),6.4,45,267280
1875,Night at the Museum,(2006),6.4,48,263052
1876,Deja Vu,(2006),7.0,59,261341
1877,Babel,(I) (2006),7.5,69,260552
1878,Apocalypto,(2006),7.8,68,255711
1879,Superman Returns,(2006),6.1,72,251831
1880,Ice Age: The Meltdown,(2006),6.8,58,215755
1881,Crank,(2006),7.0,57,210947
1882,The Fountain,(2006),7.3,51,206336
1883,Perfume: The Story of a Murderer,(2006),7.5,56,206137
1884,The Holiday,(2006),6.9,52,203826
1885,The Fast and the Furious: Tokyo Drift,(2006),6.0,45,202450
1886,Stranger Than Fiction,(2006),7.6,67,198915
1887,Silent Hill,(2006),6.6,31,191892
1888,Rocky Balboa,(2006),7.2,63,176898
1889,Underworld: Evolution,(2006),6.7,36,171765
1890,The Last King of Scotland,(2006),7.7,74,157045
1891,Saw III,(2006),6.2,48,156141
1892,Happy Feet,(2006),6.5,77,146879
1893,Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,66,142544
1894,The Hills Have Eyes,(2006),6.4,52,141128
1895,Letters from Iwo Jima,(2006),7.9,89,140373
1896,Over the Hedge,(2006),6.7,67,138289
1897,She's the Man,(2006),6.4,45,127660
1898,Smokin' Aces,(2006),6.7,45,126798
1899,The Lake House,(2006),6.8,52,122741
1900,Snakes on a Plane,(2006),5.6,58,121281
1901,Idiocracy,(2006),6.6,66,120429
1902,Clerks II,(2006),7.4,65,120274
1903,16 Blocks,(2006),6.6,63,117666
1904,Eragon,(2006),5.1,38,113343
1905,Final Destination 3,(2006),5.8,41,112353
1906,Accepted,(2006),6.5,47,111712
1907,The Break-Up,(2006),5.8,45,109892
1908,Flags of our Fathers,(2006),7.1,79,107296
1909,This Is England,(2006),7.7,86,105011
1910,Scary Movie 4,(2006),5.1,40,100808
1911,Step Up,(2006),6.5,48,98957
1912,Miami Vice,(2006),6.0,65,98381
1913,Little Children,(2006),7.5,75,97097
1914,The Fall,(2006),7.9,64,96304
1915,A Scanner Darkly,(2006),7.1,73,95587
1916,Flushed Away,(2006),6.6,74,94177
1917,The Queen,(2006),7.3,91,92818
1918,Alpha Dog,(2006),6.9,53,92100
1919,Tenacious D in The Pick of Destiny,(2006),6.8,55,91908
1920,Running Scared,(2006),7.4,41,91564
1921,The Good Shepherd,(2006),6.7,61,90967
1922,Rescue Dawn,(2006),7.3,77,90457
1923,United 93,(2006),7.6,90,88599
1924,Poseidon,(2006),5.6,50,87434
1925,Marie Antoinette,(2006),6.4,65,87289
1926,Lady in the Water,(2006),5.6,36,85047
1927,Volver,(I) (2006),7.6,84,83112
1928,The Painted Veil,(2006),7.5,69,82484
1929,Monster House,(2006),6.6,68,81478
1930,The Guardian,(I) (2006),6.9,53,79716
1931,The Host,(2006),7.0,85,78121
1932,A Good Year,(2006),7.0,47,77527
1933,Cashback,(2006),7.2,54,76820
1934,Half Nelson,(2006),7.2,85,76571
1935,Ultraviolet,(2006),4.4,18,74066
1936,An Inconvenient Truth,(2006),7.5,75,73852
1937,Scoop,(2006),6.7,48,72755
1938,Open Season,(2006),6.2,49,72535
1939,"You, Me and Dupree",(2006),5.6,46,72149
1940,John Tucker Must Die,(2006),5.8,41,72069
1941,World Trade Center,(2006),6.0,66,71304
1942,Grandma's Boy,(2006),7.0,33,71182
1943,The Pink Panther,(2006),5.6,38,71140
1944,Nacho Libre,(2006),5.7,52,70973
1945,Notes on a Scandal,(2006),7.4,73,67983
1946,Slither,(2006),6.5,69,66262
1947,Fearless,(2006),7.7,70,66245
1948,The Black Dahlia,(2006),5.6,49,66089
1949,"Paris, je t'aime",(2006),7.3,66,65824
1950,Black Book,(2006),7.8,71,64802
1951,The Science of Sleep,(2006),7.3,70,64095
1952,Failure to Launch,(2006),5.6,47,63134
1953,Dreamgirls,(2006),6.5,76,61003
1954,The Texas Chainsaw Massacre: The Beginning,(2006),5.9,30,60751
1955,Jackass Number Two,(2006),7.1,66,59985
1956,Beerfest,(2006),6.3,46,57466
1957,The Wicker Man,(2006),3.7,36,56865
1958,Invincible,(2006),7.1,63,56709
1959,My Super Ex-Girlfriend,(2006),5.1,50,56670
1960,Black Snake Moan,(2006),7.0,52,56088
1961,Penelope,(2006),6.8,48,54481
1962,Paprika,(2006),7.7,81,53490
1963,Eight Below,(2006),7.3,64,53209
1964,Date Movie,(2006),2.8,11,52684
1965,Firewall,(2006),5.8,45,52166
1966,The Omen,(2006),5.5,43,51396
1967,We Are Marshall,(2006),7.1,53,50765
1968,RV,(2006),5.5,33,49836
1969,Wristcutters: A Love Story,(2006),7.3,62,49131
1970,Just My Luck,(2006),5.4,29,47908
1971,Tristan + Isolde,(2006),6.8,49,47285
1972,Inland Empire,(2006),7.0,72,46361
1973,The Sentinel,(2006),6.1,49,44324
1974,The Benchwarmers,(2006),5.6,25,43423
1975,Littleman,(2006),4.3,26,43002
1976,Tell No One,(2006),7.5,82,42912
1977,The Covenant,(2006),5.3,19,41967
1978,The Grudge 2,(2006),5.0,33,41927
1979,DOA: Dead or Alive,(2006),4.8,38,40247
1980,The Wind That Shakes the Barley,(2006),7.5,82,39982
1981,Employee of the Month,(2006),5.5,36,39697
1982,Bobby,(2006),7.0,54,39290
1983,The Last Kiss,(2006),6.5,57,39116
1984,Candy,(2006),7.3,57,38642
1985,Curse of the Golden Flower,(2006),7.0,70,38524
1986,When a Stranger Calls,(2006),5.1,27,37871
1987,Flyboys,(2006),6.5,47,37738
1988,Glory Road,(2006),7.2,58,37681
1989,Black Sheep,(2006),5.8,62,36380
1990,Gridiron Gang,(2006),6.9,52,36330
1991,Big Momma's House 2,(2006),4.6,34,35153
1992,Southland Tales,(2006),5.5,44,33926
1993,Severance,(2006),6.5,62,33496
1994,Aquamarine,(2006),5.3,51,33430
1995,Basic Instinct 2,(2006),4.3,26,33265
1996,Turistas,(2006),5.4,36,32875
1997,The Ant Bully,(2006),5.9,59,32421
1998,Garfield 2,(2006),5.0,37,31441
1999,Day Watch,(2006),6.5,59,31143
2000,Charlotte's Web,(2006),6.3,68,30957
2001,Hollywoodland,(2006),6.5,62,30517
2002,Find Me Guilty,(2006),7.1,65,29881
2003,Bug,(2006),6.1,62,29735
2004,Man of the Year,(2006),6.2,39,29316
2005,The Marine,(2006),4.7,45,29247
2006,Shortbus,(2006),6.5,64,29139
2007,Arthur and the Invisibles,(2006),6.0,39,28150
2008,After the Wedding,(2006),7.8,78,27976
2009,Priceless,(2006),7.0,72,27721
2010,All the Boys Love Mandy Lane,(2006),5.6,44,27639
2011,School for Scoundrels,(2006),5.9,44,27381
2012,Stay Alive,(2006),5.1,24,27234
2013,Unknown,(2006),6.5,44,27223
2014,Goya's Ghosts,(2006),6.9,52,26634
2015,Tales from Earthsea,(2006),6.5,47,26538
2016,Seraphim Falls,(2006),6.7,62,26276
2017,Fido,(2006),6.7,70,26263
2018,Them,(2006),6.5,60,26232
2019,This Film Is Not Yet Rated,(2006),7.5,75,26173
2020,Pulse,(I) (2006),4.7,27,26133
2021,The Santa Clause 3: The Escape Clause,(2006),4.7,32,25839
2022,Miss Potter,(2006),7.0,57,25345
2023,No Country for Old Men,(2007),8.1,91,694326
2024,I Am Legend,(2007),7.2,65,590554
2025,The Bourne Ultimatum,(2007),8.1,85,546015
2026,Transformers,(2007),7.1,61,545842
2027,Ratatouille,(2007),8.0,96,526154
2028,Pirates of the Caribbean: At World's End,(2007),7.1,50,521956
2029,Into the Wild,(2007),8.1,73,481925
2030,Superbad,(2007),7.6,76,456152
2031,Juno,(2007),7.5,81,444799
2032,Spider-Man 3,(2007),6.2,59,423779
2033,There Will Be Blood,(2007),8.1,93,421523
2034,Harry Potter and the Order of the Phoenix,(2007),7.5,71,406321
2035,Hot Fuzz,(2007),7.9,81,392069
2036,Live Free or Die Hard,(2007),7.2,69,355807
2037,Zodiac,(2007),7.7,78,352675
2038,American Gangster,(2007),7.8,76,346808
2039,Knocked Up,(2007),7.0,85,316849
2040,Sweeney Todd: The Demon Barber of Fleet Street,(2007),7.4,83,305643
2041,Ocean's Thirteen,(2007),6.9,62,278573
2042,The Simpsons Movie,(2007),7.4,80,276727
2043,Shooter,(I) (2007),7.2,53,276470
2044,3:10 to Yuma,(2007),7.7,76,255470
2045,The Mist,(2007),7.2,58,243826
2046,Shrek the Third,(2007),6.1,58,234109
2047,1408,(2007),6.8,64,229475
2048,28 Weeks Later,(2007),7.0,78,228826
2049,Stardust,(2007),7.7,66,227070
2050,Fantastic 4: Rise of the Silver Surfer,(2007),5.6,45,226457
2051,Gone Baby Gone,(2007),7.7,72,217349
2052,Atonement,(2007),7.8,85,211383
2053,Sunshine,(2007),7.3,64,207098
2054,Eastern Promises,(2007),7.7,82,203810
2055,The Bucket List,(2007),7.4,42,201562
2056,Disturbia,(2007),6.9,62,198360
2057,Paranormal Activity,(2007),6.3,68,198249
2058,Ghost Rider,(2007),5.2,35,196986
2059,National Treasure: Book of Secrets,(2007),6.5,48,195334
2060,P.S. I Love You,(2007),7.1,39,182303
2061,Resident Evil: Extinction,(2007),6.3,41,164681
2062,Grindhouse,(2007),7.6,77,163749
2063,The Golden Compass,(2007),6.1,51,159278
2064,Fracture,(2007),7.2,68,156117
2065,Enchanted,(2007),7.1,75,155283
2066,The Darjeeling Limited,(2007),7.2,67,152269
2067,Beowulf,(2007),6.2,59,149463
2068,30 Days of Night,(2007),6.6,53,148580
2069,The Assassination of Jesse James by the Coward Robert Ford,(2007),7.5,68,148579
2070,Hitman,(I) (2007),6.3,35,148089
2071,Michael Clayton,(2007),7.3,82,142767
2072,Blades of Glory,(2007),6.3,64,139130
2073,Shoot 'Em Up,(2007),6.7,49,135837
2074,Next,(2007),6.2,42,133374
2075,Rush Hour 3,(2007),6.2,44,132023
2076,Mr. Brooks,(2007),7.3,45,131110
2077,The Orphanage,(2007),7.5,74,130050
2078,I Now Pronounce You Chuck & Larry,(2007),6.0,37,127354
2079,Lars and the Real Girl,(2007),7.4,70,124453
2080,Evan Almighty,(2007),5.4,37,122903
2081,Saw IV,(2007),5.9,36,122545
2082,Bridge to Terabithia,(2007),7.2,74,121961
2083,Bee Movie,(2007),6.1,54,117434
2084,The Kingdom,(2007),7.1,56,107528
2085,Hairspray,(2007),6.7,81,105966
2086,Wild Hogs,(2007),5.9,27,105152
2087,Aliens vs. Predator: Requiem,(2007),4.7,29,101425
2088,Once,(2007),7.9,88,100132
2089,Mr. Bean's Holiday,(2007),6.3,56,97866
2090,Across the Universe,(2007),7.4,56,97476
2091,Death at a Funeral,(2007),7.4,67,96394
2092,Charlie Wilson's War,(2007),7.1,69,95142
2093,Halloween,(2007),6.1,47,94972
2094,The Diving Bell and the Butterfly,(2007),8.0,92,94941
2095,August Rush,(2007),7.5,38,94375
2096,Epic Movie,(2007),2.3,17,94280
2097,Hannibal Rising,(2007),6.2,35,92894
2098,Dan in Real Life,(2007),6.8,65,90646
2099,Elite Squad,(2007),8.1,33,87790
2100,Reign Over Me,(2007),7.5,61,87504
2101,Music and Lyrics,(2007),6.5,59,87261
2102,Before the Devil Knows You're Dead,(2007),7.3,84,86543
2103,Vacancy,(2007),6.2,54,85095
2104,Good Luck Chuck,(2007),5.6,19,78234
2105,Funny Games,(2007),6.5,44,77472
2106,War,(2007),6.3,36,77263
2107,Persepolis,(2007),8.1,90,76994
2108,The Heartbreak Kid,(2007),5.8,46,76759
2109,We Own the Night,(2007),6.9,59,76367
2110,Hostel: Part II,(2007),5.5,46,75852
2111,Meet the Robinsons,(2007),6.9,61,74419
2112,Dead Silence,(2007),6.2,34,74295
2113,La Vie en Rose,(2007),7.6,66,72676
2114,The Kite Runner,(2007),7.6,61,71796
2115,Sicko,(2007),8.0,74,69707
2116,88 Minutes,(2007),5.9,17,69221
2117,The Invasion,(I) (2007),5.9,45,68433
2118,Awake,(2007),6.5,33,66941
2119,Premonition,(I) (2007),5.9,29,66037
2120,Hot Rod,(2007),6.7,43,65455
2121,Death Sentence,(2007),6.8,36,63712
2122,Alvin and the Chipmunks,(2007),5.2,39,63367
2123,In the Valley of Elah,(2007),7.2,65,63365
2124,No Reservations,(2007),6.3,50,63207
2125,"Run, Fatboy, Run",(2007),6.6,48,61330
2126,Chak de! India,(2007),8.3,68,59392
2127,Charlie Bartlett,(2007),7.0,54,58951
2128,Elizabeth: The Golden Age,(2007),6.9,45,58792
2129,Walk Hard: The Dewey Cox Story,(2007),6.8,63,58779
2130,Surf's Up,(2007),6.7,64,58644
2131,Freedom Writers,(2007),7.5,64,57811
2132,Norbit,(2007),4.0,27,57621
2133,TMNT,(2007),6.3,41,56212
2134,Control,(2007),7.7,78,55024
2135,Breach,(2007),7.0,74,54061
2136,The Hills Have Eyes II,(2007),5.1,32,53925
2137,The Brave One,(2007),6.8,56,53366
2138,The Lookout,(2007),7.1,73,53162
2139,The Nanny Diaries,(2007),6.2,46,51508
2140,I'm Not There.,(2007),7.0,73,51134
2141,Becoming Jane,(2007),7.1,55,51097
2142,The Great Debaters,(2007),7.6,65,50897
2143,Rendition,(2007),6.8,55,50137
2144,"4 Months, 3 Weeks and 2 Days",(2007),7.9,97,49125
2145,The Game Plan,(2007),6.2,44,48935
2146,Timecrimes,(2007),7.2,68,47788
2147,My Blueberry Nights,(2007),6.7,52,47228
2148,The Condemned,(2007),6.1,23,46940
2149,Cassandra's Dream,(2007),6.7,49,46527
2150,Lions for Lambs,(2007),6.2,47,43329
2151,Diary of the Dead,(2007),5.7,66,42731
2152,Sydney White,(2007),6.3,45,40639
2153,In the Name of the King: A Dungeon Siege Tale,(2007),3.8,15,40301
2154,Perfect Stranger,(2007),5.7,31,40221
2155,Mongol: The Rise of Genghis Khan,(2007),7.3,74,40106
2156,Waitress,(2007),7.0,75,39589
2157,The Reaping,(2007),5.7,36,39279
2158,Pathfinder,(2007),5.4,29,39254
2159,The Counterfeiters,(2007),7.6,78,39027
2160,The Visitor,(I) (2007),7.7,79,38977
2161,Mr. Magorium's Wonder Emporium,(2007),6.2,48,38041
2162,Balls of Fury,(2007),5.3,38,37521
2163,The Hitcher,(2007),5.6,28,37030
2164,Teeth,(I) (2007),5.4,57,36926
2165,The Messengers,(2007),5.4,34,35280
2166,Fred Claus,(2007),5.6,42,34983
2167,Boy A,(2007),7.7,75,34691
2168,Cleaner,(2007),6.1,49,34365
2169,Because I Said So,(2007),5.6,26,34259
2170,License to Wed,(2007),5.3,25,34246
2171,The Water Horse,(2007),6.5,71,33959
2172,The Savages,(2007),7.2,85,33326
2173,"Lust, Caution",(2007),7.6,61,32701
2174,Mr. Woodcock,(2007),5.1,41,32503
2175,The Invisible,(2007),6.3,36,32477
2176,The Air I Breathe,(2007),6.9,37,32287
2177,The King of Kong: A Fistful of Quarters,(2007),8.2,83,32188
2178,The Last Legion,(2007),5.4,37,31314
2179,The Nines,(2007),6.4,52,30244
2180,In the Land of Women,(2007),6.5,47,29090
2181,Son of Rambow,(2007),7.0,66,28523
2182,2 Days in Paris,(2007),6.8,67,28158
2183,P2,(2007),5.9,37,27947
2184,Sleuth,(2007),6.5,49,27677
2185,The Edge of Heaven,(2007),7.9,85,27604
2186,Paranoid Park,(2007),6.7,83,26467
2187,Things We Lost in the Fire,(2007),7.2,63,25610
2188,The Dark Knight,(2008),9.0,82,1875574
2189,WALL·E,(2008),8.4,95,817781
2190,Iron Man,(2008),7.9,79,769629
2191,Slumdog Millionaire,(2008),8.0,86,700365
2192,Gran Torino,(2008),8.2,72,620793
2193,Taken,(I) (2008),7.8,50,515041
2194,The Curious Case of Benjamin Button,(2008),7.8,70,503992
2195,Hancock,(2008),6.4,49,382072
2196,Twilight,(I) (2008),5.2,56,370553
2197,The Hurt Locker,(2008),7.6,94,365339
2198,Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.2,65,364214
2199,Quantum of Solace,(2008),6.6,58,358120
2200,The Incredible Hulk,(2008),6.8,61,357331
2201,Kung Fu Panda,(2008),7.6,73,346037
2202,In Bruges,(2008),7.9,67,334877
2203,Tropic Thunder,(2008),7.0,71,331874
2204,Cloverfield,(2008),7.0,64,324030
2205,Wanted,(2008),6.7,64,321999
2206,Yes Man,(2008),6.8,46,293038
2207,Pineapple Express,(2008),7.0,64,276686
2208,Burn After Reading,(2008),7.0,63,268369
2209,The Wrestler,(2008),7.9,81,267250
2210,Jumper,(2008),6.1,35,259453
2211,Seven Pounds,(2008),7.6,36,253679
2212,Forgetting Sarah Marshall,(2008),7.2,67,232772
2213,Step Brothers,(2008),6.9,51,230705
2214,Hellboy II: The Golden Army,(2008),7.0,78,224374
2215,Vicky Cristina Barcelona,(2008),7.1,70,215828
2216,Changeling,(2008),7.8,63,212280
2217,RocknRolla,(2008),7.3,53,209752
2218,The Reader,(2008),7.6,58,205493
2219,21,(2008),6.8,48,203980
